Experiment,Checkpoint,Average Dice Score,DSC_Class_0,DSC_Class_1,DSC_Class_2,DSC_Class_3
exp_2d_prior_exp,best_supervised,0.8239433765411377,0.8384543657302856,0.9578395485877991,0.7305846214294434,0.7688947916030884
exp_2d_prior_test,best_supervised,0.7757779359817505,0.8077622652053833,0.9032774567604065,0.6966811418533325,0.6953906416893005
